content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
"mau kasih tau aja, saya bbrp hari ini sering diteror sama yg ngaku2 pihak dari alodokter, pdhl aslinya saya gapernah download apk ini tp bkin resah aja tolong ditindak lanjuti yg ngaku2 asuransi dbd",1,0.0,0.0,Negative,36,kasih tau bbrp diteror ngaku2 alodokter pdhl aslinya gapernah download apk tp bkin resah tolong ditindak lanjuti ngaku2 asuransi dbd,20
aplikasi alodokter ini sangat membantu saya  saya beri lima bintang,5,0.0,0.0,Positive,10,aplikasi alodokter membantu bintang,4
mantap,5,0.0,0.0,Positive,1,mantap,1
sangat bagus dan membantu,2,0.0,0.0,Negative,4,bagus membantu,2
tolong peringatkan dan tindak tegas oknum² yang mengatasnamakan alodokter utk penipuan pelanggan alodokter. saya seringkali dihubungi nomor asing dan mengatasnamakan alodokter. bagaimana mereka bisa tau info pribadi pelanggan aplikasi anda?,3,0.0,0.0,Neutral,33,tolong peringatkan tindak oknum² mengatasnamakan alodokter utk penipuan pelanggan alodokter seringkali dihubungi nomor asing mengatasnamakan alodokter tau info pribadi pelanggan aplikasi,21
"ga pernah ditelfon buat langganan, tiba"" saldo atm dipotong gimana sih kan belom ada persetujuan penipuan dong itu",1,0.0,0.0,Negative,20,ga ditelfon langganan saldo atm dipotong gimana sih belom persetujuan penipuan,11
good banget ini sich,5,0.7,0.6000000000000001,Positive,4,good banget sich,3
jangan download aplikasi ini. data gw bocor setelah gara2 ini,1,0.0,0.0,Negative,11,download aplikasi data gw bocor gara2,6
membantu banget,5,0.0,0.0,Positive,2,membantu banget,2
aplikasi ini sangat membantu dan memudahkan saya untuk berkomunikasi dengan dokter,5,0.0,0.0,Positive,11,aplikasi membantu memudahkan berkomunikasi dokter,5
bagus sekali,5,0.0,0.0,Positive,2,bagus,1
good lahh,5,0.7,0.6000000000000001,Positive,2,good lahh,2
aplikasi ini sangat membantu sekali,5,0.0,0.0,Positive,5,aplikasi membantu,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"respon cepat dan ramah, makasih dr. fanny samantha frida wijaya",5,0.0,0.0,Positive,11,respon cepat ramah makasih dr fanny samantha frida wijaya,9
mantap,4,0.0,0.0,Positive,1,mantap,1
sangat memuaskan,5,0.0,0.0,Positive,2,memuaskan,1
"tolong kenapa identitas saya bisa bocor ya? saya di telpon ditawari asuransi dll atas nama alodokter, saya jdi takut kalo sampai identitas saya diketahui seperti ini.",2,0.0,0.0,Negative,29,tolong identitas bocor telpon ditawari asuransi dll nama alodokter jdi takut kalo identitas,13
terimakasih alodokter,5,0.0,0.0,Positive,2,terimakasih alodokter,2
dokternya bagus  infonya akurat... nnti z akan sering konsul deh... makasih alodojter,5,0.0,0.0,Positive,14,dokternya bagus infonya akurat nnti z konsul deh makasih alodojter,10
terima kasih alo dokter,5,0.0,0.0,Positive,4,terima kasih alo dokter,4
baru coba dulu,3,0.0,0.0,Neutral,3,coba,1
tolong di perbaharui untuk bisa mengirim video ke dokter spesialis untuk penyakit yang memang hanya bisa di lihat melalui video,3,0.0,0.0,Neutral,20,tolong perbaharui mengirim video dokter spesialis penyakit lihat video,9
dokternya cepat respon,4,0.0,0.0,Positive,3,dokternya cepat respon,3
membantu sih tapi saya gak suka. ada aturan swab antigen sgala. saya ini sakit pengen sembuh. gak pengen swab trauma sama kejadian sebelumnya. mending cari dokter di luar aja. gak ada tambahan antigen dan lain2.,2,0.0,0.0,Negative,41,membantu sih gak suka aturan swab antigen sgala sakit pengen sembuh gak pengen swab trauma kejadian mending cari dokter gak tambahan antigen lain2,23
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
mantap,5,0.0,0.0,Positive,1,mantap,1
"sangat baik, jazakumullahu khairan",5,0.0,0.0,Positive,5,jazakumullahu khairan,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
membantu,5,0.0,0.0,Positive,1,membantu,1
penggunaan perdana dgn konsul sangat baik,5,0.0,0.0,Positive,6,penggunaan perdana dgn konsul,4
"ini aplikasi ga amanah, gampang di hack, bnyk telpon penipu ngaku dari alodokter, cuma sekali konsultasi sma dokternya bagus, cuma semenjak konsultasi jd bnyk yg nelpon modus nipu dari alodokter, hati hati deh klo masukin data ke aplikasi ini",3,0.0,0.0,Neutral,44,aplikasi ga amanah gampang hack bnyk telpon penipu ngaku alodokter konsultasi sma dokternya bagus semenjak konsultasi jd bnyk nelpon modus nipu alodokter hati hati deh klo masukin data aplikasi,29
sangat membantu trimakasih,5,0.0,0.0,Positive,3,membantu trimakasih,2
baik sekali untuk kita selalu sehat dan ingat berobat,5,0.0,0.0,Positive,9,sehat berobat,2
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangat membantu disaat pandemi. apalgi bagi pasien yg terkonfirmasi covid,5,0.0,0.0,Positive,11,membantu disaat pandemi apalgi pasien terkonfirmasi covid,7
sangat membantu dan dokternya ramah,5,0.0,0.0,Positive,5,membantu dokternya ramah,3
bisa chat ke dokter gratis. resepnya manjur. debestt,5,0.0,0.0,Positive,10,chat dokter gratis resepnya manjur debestt,6
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
"tolongg untuk kemanannyaa yahh, ssetelahh saya dwnload apl ini , banyakk no masukkk kasihhh asuransii dbd pdahall itu penipuu , mengatasnamakan apl alodokter !!! sumpahh sangat menyesall dwnload apl ini !!!",1,0.0,0.0,Negative,36,tolongg kemanannyaa yahh ssetelahh dwnload apl banyakk no masukkk kasihhh asuransii dbd pdahall penipuu mengatasnamakan apl alodokter sumpahh menyesall dwnload apl,21
"tolong dong di stop aja asuransi apalah ini,masaiya tiap bulan rekening ke potong mulu 39000,lumayan buat gofood.",1,0.0,0.0,Negative,22,tolong stop asuransi apalah inimasaiya rekening potong mulu 39000lumayan gofood,10
"aplikasinya bermanfaat. tetapi saya terganggu dengan teknik marketing mereka melakukan penawaran asuransi dbd via telepon. kesannya seperti penipuan walaupun memang resmi nomor dari tim alodokter (katanya). penawaran via telp seperti ini rawan missinformasi. bagi pengguna baru app ini, dan mendapat telepon penawaran asuransi, sebelum benar-benar paham apa yang anda hadapi, saran saya jangan asal berikan data pribadi anda, dan tidak asal menjawab dengan kata 'iya'.",2,0.0,0.0,Negative,77,aplikasinya bermanfaat terganggu teknik marketing penawaran asuransi dbd via telepon kesannya penipuan resmi nomor tim alodokter penawaran via telp rawan missinformasi pengguna app telepon penawaran asuransi benarbenar paham hadapi saran data pribadi iya,33
aplikasi ini sangat berguna,5,0.0,0.0,Positive,4,aplikasi berguna,2
gg lah,5,0.0,0.0,Positive,2,gg,1
aplikasi yang bagus .. banyak membantu bgttt...,5,0.0,0.0,Positive,8,aplikasi bagus membantu bgttt,4
sngt bgus,5,0.0,0.0,Positive,2,sngt bgus,2
sanggat membantu,5,0.0,0.0,Positive,2,sanggat membantu,2
respon dari dokter nya cepat aplikasi chat dokter rekomen pokoknya terimakasih alodokter.,5,0.0,0.0,Positive,13,respon dokter cepat aplikasi chat dokter rekomen pokoknya terimakasih alodokter,10
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
sangattt membantuu,5,0.0,0.0,Positive,2,sangattt membantuu,2
sangat baik sekali....bisa langsung memberikan solusi dengan cepat,5,0.0,0.0,Positive,10,sekalibisa langsung solusi cepat,4
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
good,5,0.7,0.6000000000000001,Positive,1,good,1
terimakasih dokter salsa fadhzillah zamiah .salam sehat,5,0.0,0.0,Positive,7,terimakasih dokter salsa fadhzillah zamiah salam sehat,7
responnya cpt dgn jwban yg baik...trimksh,5,0.0,0.0,Positive,8,responnya cpt dgn jwban baiktrimksh,5
semenjak daftar apk ini dari seles2 yg nawarin malah saldo d atm saya d tarik secara tidak jelas,1,0.0,0.0,Negative,18,semenjak daftar apk seles2 nawarin saldo d atm d tarik,10
kluarga saya semua anggota hukum.. kalo aplikasi ini.. berujung penipuan.. kita laporkan saja .. biar semua di urus sama yg berwajib.. dan kalo sampai ada benarikan uang di rekening kita.. berarti itu penipuann.. karna petugas sudah bilang.. ada bantuan 2 jta. bukan pengambilan uang.. dan kalo sampai berani ambil di rekening saya... tamatt riwayatmuu..,1,0.0,0.0,Negative,65,kluarga anggota hukum kalo aplikasi berujung penipuan laporkan biar urus berwajib kalo benarikan uang rekening penipuann karna petugas bilang bantuan 2 jta pengambilan uang kalo berani ambil rekening tamatt riwayatmuu,30
terima kasih...sangat membantu sekali jawaban nya ,5,0.0,0.0,Positive,8,terima kasihsangat membantu,3
bagus,5,0.0,0.0,Positive,1,bagus,1
baru pertama kali download dan dpt konsultasi gratis krn pengguna baru.. semoga aplolasi ini semakin berguna dan bermanfaat bagi semua org,5,0.0,0.0,Positive,22,kali download dpt konsultasi gratis krn pengguna semoga aplolasi berguna bermanfaat org,12
jawaban sangat memuaskan,5,0.0,0.0,Positive,3,memuaskan,1
ok,5,0.5,0.5,Positive,1,ok,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
puas,5,0.0,0.0,Positive,1,puas,1
program ini sangàt membantu,5,0.0,0.0,Positive,4,program sangàt membantu,3
the best,5,1.0,0.3,Positive,2,the best,2
pernah di tlp oleh aplikasi alodokter..dri 2 no.yg berbeda ujung2 nya nnyain rekening...,2,0.0,0.0,Negative,16,tlp aplikasi alodokterdri 2 noyg berbeda ujung2 nnyain rekening,9
keren,5,0.0,0.0,Positive,1,keren,1
sangat berguna,5,0.0,0.0,Positive,2,berguna,1
saya ada keluhan ini dok.semua persendian saya sakit.termasuk telpk kaki sampai ke tulang sakit.,2,0.0,0.0,Negative,15,keluhan doksemua persendian sakittermasuk telpk kaki tulang sakit,8
jos,5,0.0,0.0,Positive,1,jos,1
terima kasih dokternya mantap,5,0.0,0.0,Positive,4,terima kasih dokternya mantap,4
bagus,5,0.0,0.0,Positive,1,bagus,1
baik,5,0.0,0.0,Positive,1,,0
respon baik dan cepat,5,0.0,0.0,Positive,4,respon cepat,2
baik,5,0.0,0.0,Positive,1,,0
sangat bagus,5,0.0,0.0,Positive,2,bagus,1
luar biasa,5,0.0,0.0,Positive,2,,0
sangat sangat membantu,5,0.0,0.0,Positive,3,membantu,1
sangat bermanfaat,5,0.0,0.0,Positive,2,bermanfaat,1
"saya mempunyai flek hitam di wajah sudah bertambah banyak,dan saya baru memakai krim pemutih untuk menghilangkannya,apakah aman utk sayamemakai krim tersebut,saya pakai white neng krim,terima kasih",3,0.0,0.0,Neutral,34,flek hitam wajah bertambah banyakdan memakai krim pemutih menghilangkannyaapakah aman utk sayamemakai krim tersebutsaya pakai white neng krimterima kasih,19
sangat membantu recomemded,4,0.0,0.0,Positive,3,membantu recomemded,2
membantu,5,0.0,0.0,Positive,1,membantu,1
app nya sih bagus cuma respon nya kurang cepet,3,0.0,0.0,Neutral,9,app sih bagus respon cepet,5
mantul,5,0.0,0.0,Positive,1,mantul,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
dokterny fast response dan dgt detill,5,0.2,0.6,Positive,6,dokterny fast response dgt detill,5
terimakasih sangat membantu,4,0.0,0.0,Positive,3,terimakasih membantu,2
jelas,5,0.0,0.0,Positive,1,,0
alodojter sangat membantu saya dalam konsultasi ttg kedehatan,5,0.0,0.0,Positive,8,alodojter membantu konsultasi ttg kedehatan,5
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
mantap lah bisa gratis chat dokter tapi cuma beberapa kali doang saya banget ,4,0.0,0.0,Positive,13,mantap gratis chat dokter kali doang banget,7
aplikasinya bagus banget .. dan langsung di jawab sampai detail .. apa yang kita keluhkan..,4,0.0,0.0,Positive,16,aplikasinya bagus banget langsung detail keluhkan,6
sangatt membantu,4,0.0,0.0,Positive,2,sangatt membantu,2
adanya halodokter sangat membantu di masa pandemik ini bermanpaat pokonya good,5,0.7,0.6000000000000001,Positive,11,halodokter membantu pandemik bermanpaat pokonya good,6
dokter nya sangat membantu,5,0.0,0.0,Positive,4,dokter membantu,2
"aplikasi yang bagus dan sangat membantu,terima kasih",5,0.0,0.0,Positive,9,aplikasi bagus membantuterima kasih,4
jwaban dokter cpat tanggap,5,0.0,0.0,Positive,4,jwaban dokter cpat tanggap,4
bagus,5,0.0,0.0,Positive,1,bagus,1
mantap,4,0.0,0.0,Positive,1,mantap,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
ok,5,0.5,0.5,Positive,1,ok,1
katanya data diri tersimpan.. lah kok bocor... risih tau ditelfon2 mulu...,1,0.0,0.0,Negative,14,data tersimpan bocor risih tau ditelfon2 mulu,7
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1
"wah terima kasih alodokter karena telah menelepon saya dengan menawarkan jaminan untuk dbd dan saya sudah memenuhi semua syarat , dan yg ingin saya tanyakan apakah itu benar atau penipuan dari kaliannya saya tidak tau , jika memang saya tertipu mohon ditunggu tuntutan dari saya terimakasih :)",4,0.5,1.0,Positive,48,terima kasih alodokter menelepon menawarkan jaminan dbd memenuhi syarat penipuan kaliannya tau tertipu mohon ditunggu tuntutan terimakasih,17
bagus dokternya,5,0.0,0.0,Positive,2,bagus dokternya,2
saya puas atas jawabannya makasih,5,0.0,0.0,Positive,5,puas jawabannya makasih,3
good,5,0.7,0.6000000000000001,Positive,1,good,1
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
aplikasi berguna untuk konsul,5,0.0,0.0,Positive,4,aplikasi berguna konsul,3
"aplikasi ini mulai menyalahgunakan data pengguna,kemana sy harus melapor apabila ditelpon terus terusan oleh pihak alodokter?",1,0.0,0.0,Negative,19,aplikasi menyalahgunakan data penggunakemana melapor ditelpon terusan alodokter,8
sangan bagus,5,0.0,0.0,Positive,2,sangan bagus,2
"saya penderita hernia, juga penderita jantung koroner, sdh terpasang 5 ring sehingga oleh dr jantung dianjurkan untuk tidak operasi, oleh karena itu saya minta obat untuk mengatasi/menyembuhkan hernia saya. untuk diketahui creatinim saya 3,5 terimakasih",5,0.0,0.0,Positive,39,penderita hernia penderita jantung koroner sdh terpasang 5 ring dr jantung dianjurkan operasi obat mengatasimenyembuhkan hernia creatinim 35 terimakasih,19
bermanfaat banget apalagi kondisi saat ini,5,0.0,0.0,Positive,6,bermanfaat banget kondisi,3
terimakasih sgt mmbantuu,5,0.0,0.0,Positive,3,terimakasih sgt mmbantuu,3
"app ini sangat membantu, terimakasih ",5,0.0,0.0,Positive,6,app membantu terimakasih,3
dokternya enakan di ajak ngobrol,5,0.0,0.0,Positive,5,dokternya enakan ajak ngobrol,4
"2x konsultasi, yg pertama tebus obat sendiri, yg ke 2 nyoba pake alodoter pilih kirimnya pake rara delivery yg katanya 3jam paling lama, eh ternyata, eng ing eng,,,,,, refund tak bisa, obat tak dapat, lalu uang ku kemana..... masih mending halodoc sih",2,0.0,0.0,Negative,55,2x konsultasi tebus obat 2 nyoba pake alodoter pilih kirimnya pake rara delivery 3jam eh eng ing eng refund obat uang ku kemana mending halodoc sih,26
bagus aplikasinya sangat membantu,5,0.0,0.0,Positive,4,bagus aplikasinya membantu,3
trimakasih,5,0.0,0.0,Positive,1,trimakasih,1
aplikasi penipu,1,0.0,0.0,Negative,2,aplikasi penipu,2
apakah data pengguna dijual? setelah instal alodokter lgsg ditelp penipu mengatasnamakan alodokter untuk otorisasi autodebet rekening. hati hati,1,0.0,0.0,Negative,20,data pengguna dijual instal alodokter lgsg ditelp penipu mengatasnamakan alodokter otorisasi autodebet rekening hati hati,15
aplikasih ini sngat membantu terimaksh,5,0.0,0.0,Positive,5,aplikasih sngat membantu terimaksh,4
keren,5,0.0,0.0,Positive,1,keren,1
respon cepat,5,0.0,0.0,Positive,2,respon cepat,2
keren,5,0.0,0.0,Positive,1,keren,1
saya sangat terbantu,5,0.0,0.0,Positive,3,terbantu,1
puas dngan aplikasi ini,5,0.0,0.0,Positive,4,puas dngan aplikasi,3
"saya kasih *5 karena dokter melayani dengan sangat baik dan ramah, tapi tolong semakin di tingkatkan bagian keamanan akun dan informasi agar tdk ada no spam yg mengangku dari alodokter lagi",5,0.0,0.0,Positive,33,kasih 5 dokter melayani ramah tolong tingkatkan keamanan akun informasi tdk no spam mengangku alodokter,15
ok bangettt penjelasannya,5,0.5,0.5,Positive,3,ok bangettt penjelasannya,3
kenapa skrang kalau mau bertanya harus bayar? biasanya geratis,1,0.0,0.0,Negative,10,skrang bayar geratis,3
sangat membantu.. trims,5,0.0,0.0,Positive,4,membantu trims,2
trmksih bnyak dok atas jawabannya,3,0.0,0.0,Neutral,5,trmksih bnyak dok jawabannya,4
good app,5,0.7,0.6000000000000001,Positive,2,good app,2
respon nya ,1,0.0,0.0,Negative,2,respon,1
sangat merspon dan sukses trus aplikasi nya sangat membantu,5,0.0,0.0,Positive,9,merspon sukses trus aplikasi membantu,5
"wah, ternyata nggak cuma sya yg di telfon, tp sya nggak sempat ngasih info no rek, sya takut penipuan, lngsung sya matikan sja tlfon, tp apakah data bisa aman, bener2 mengecewakan",1,0.0,0.0,Negative,37,nggak sya telfon tp sya nggak ngasih info no rek sya takut penipuan lngsung sya matikan sja tlfon tp data aman bener2 mengecewakan,23
terimakasih alodokter,5,0.0,0.0,Positive,2,terimakasih alodokter,2
sangat menyenangkn,1,0.0,0.0,Negative,2,menyenangkn,1
mantab,5,0.0,0.0,Positive,1,mantab,1
"cukup membantu untuk saat ini, nanti saya kasih bintang 5 kalau jawabnya beda dari jawaban google.",3,0.0,0.0,Neutral,18,membantu kasih bintang 5 beda google,6
saya senang dengan jawaban yang di berikan dokter,5,0.0,0.0,Positive,8,senang dokter,2
dokter menjawab dgn sangat cepatadan aktif,5,0.0,0.0,Positive,6,dokter dgn cepatadan aktif,4
terima kasih dokter atas penjelasannya dan sarannya,5,0.0,0.0,Positive,7,terima kasih dokter penjelasannya sarannya,5
sangat membantu,4,0.0,0.0,Positive,2,membantu,1
recomended,5,0.0,0.0,Positive,1,recomended,1
baik dan tanggapan nya cepat,5,0.0,0.0,Positive,5,tanggapan cepat,2
bagus,5,0.0,0.0,Positive,1,bagus,1
"halo dok. saya umur 66 th terkadang saya mengalami sesak nafad,sampai gak bisa bernafas. bagaimana cara mengayasi dan obat apa yg paling tepat. hormat saya:moh badri",5,0.0,0.0,Positive,33,halo dok umur 66 th terkadang mengalami sesak nafadsampai gak bernafas mengayasi obat hormat sayamoh badri,16
"penjelasan dokter tegar sangat baik dan runtut sehingga mudah dipahami, terima kasih 10 jempol buat dokter",5,0.0,0.0,Positive,17,penjelasan dokter tegar runtut mudah dipahami terima kasih 10 jempol dokter,11
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
bagus titik,5,0.0,0.0,Positive,2,bagus titik,2
terima kasih puas dgn jawaban dr nya,5,0.0,0.0,Positive,7,terima kasih puas dgn dr,5
sangat bermanfaat,5,0.0,0.0,Positive,2,bermanfaat,1
bagus,5,0.0,0.0,Positive,1,bagus,1
"lumayann,walau berbayar tpi ada yang gratis jugaa",5,0.0,0.0,Positive,9,lumayannwalau berbayar tpi gratis jugaa,5
ok,5,0.5,0.5,Positive,1,ok,1
sangat membantu. saran sy kolom pertanyaan jangan dibatasi 300 karakter spy pasien bisa lebih detail menceritakan gejala penyakitnya. terima kasih,4,0.0,0.0,Positive,22,membantu saran kolom dibatasi 300 karakter spy pasien detail menceritakan gejala penyakitnya terima kasih,14
dokter nya baik baget ,5,0.0,0.0,Positive,4,dokter baget,2
bangke..... udh di dwonlod. malah cma di ajak mutet2 doang. apl gk guna..mnding hps aja...,1,0.0,0.0,Negative,21,bangke udh dwonlod cma ajak mutet2 doang apl gk gunamnding hps,11
sangat membantu,5,0.0,0.0,Positive,2,membantu,1
lumayan,2,0.0,0.0,Negative,1,lumayan,1
sangat ramah dancepat di tanggapi,5,0.0,0.0,Positive,5,ramah dancepat tanggapi,3
"memuaskan , penanganan nya cepat terima kash doc jefry sinaga",5,0.0,0.0,Positive,10,memuaskan penanganan cepat terima kash doc jefry sinaga,8
aplikasi ini sangat bagus untuk membantu kita tentang masalah kesehatan. saya sangat menyarankan sekali untuk teman-teman yang belum instal aplikasinya untuk segera menginstalnya. saya sudah menggunakannya dan sangat aman,5,0.0,0.0,Positive,31,aplikasi bagus membantu kesehatan menyarankan temanteman instal aplikasinya menginstalnya menggunakannya aman,11
