content,score,sentiment_polarity,sentiment_subjective,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
"woy ini aplikasi apa setiap bulan saldo rekening ke tarik 39 rb saya akan laporkan ke pihak yang berwajib , parah ini aplikas",1,0.0,0.0,Negative,23,woy aplikasi saldo rekening tarik 39 rb laporkan berwajib parah aplikas,11,woy aplikasi saldo rekening tarik 39 rb lapor wajib parah aplikas
aplikasi berbahaya,1,0.0,0.0,Negative,2,aplikasi berbahaya,2,aplikasi bahaya
"saya mau coba,apa dapat di percaya!? saya sangat ingin mengetahui kenyata'an yg benar akan terjadi nyata! karena;saya ingin hidup lebih lama lagi! trimakasih sebelum nya buat para ahli dan pihak sang pengetahuan yg luar biasa.",5,0.0,0.0,Positive,44,cobaapa percaya kenyataan nyata karenasaya hidup trimakasih ahli sang pengetahuan,10,cobaapa percaya nyata nyata karenasaya hidup trimakasih ahli sang tahu
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
"saya rasa harus lebih berhati"" soalnya ga berminat pun langsung di tanya no rek bank nya + data pribadi",1,0.0,0.0,Negative,20,berhati ga berminat langsung no rek bank data pribadi,9,hati ga minat langsung no rek bank data pribadi
konsultasi medis dgn ahli lebih praktis,4,0.0,0.0,Positive,6,konsultasi medis dgn ahli praktis,5,konsultasi medis dgn ahli praktis
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sy merasa tertipu dng salez yg mengatakan kl tdk ada transaksi tdk ada pemotongan knp di mutasi rek.bank sya terjadi pemotongan krn sy tdk merasa ingin ikut menjadi member dr alodoc,1,0.0,0.0,Negative,31,tertipu dng salez kl tdk transaksi tdk pemotongan knp mutasi rekbank sya pemotongan krn tdk member dr alodoc,18,tipu dng salez kl tdk transaksi tdk potong knp mutasi rekbank sya potong krn tdk member dr alodoc
ok,5,0.5,0.5,Positive,1,ok,1,ok
penipu,1,0.0,0.0,Negative,1,penipu,1,tipu
bagus sangat membantu,5,0.0,0.0,Positive,3,bagus membantu,2,bagus bantu
gud,5,0.0,0.0,Positive,1,gud,1,gud
"saya terganggu dengan teknik marketing mereka melakukan penawaran asuransi dbd via telepon. kesannya seperti penipuan walaupun memang resmi nomor dari tim alodokter (katanya). penawaran via telp seperti ini rawan missinformasi. bagi pengguna baru app ini, dan mendapat telepon penawaran asuransi, sebelum benar-benar paham apa yang anda hadapi, saran saya jangan asal berikan data pribadi anda, dan tidak asal menjawab dengan kata 'iya'.",1,0.0,0.0,Negative,73,terganggu teknik marketing penawaran asuransi dbd via telepon kesannya penipuan resmi nomor tim alodokter penawaran via telp rawan missinformasi pengguna app telepon penawaran asuransi benarbenar paham hadapi saran data pribadi iya,31,ganggu teknik marketing tawar asuransi dbd via telepon kesan tipu resmi nomor tim alodokter tawar via telp rawan missinformasi guna app telepon tawar asuransi benarbenar paham hadap saran data pribadi iya
"download aplikasi ini karna sales minta bantuan buat target,, ngisi biodata sekaligus nomor rekening kata sales nya cuman formalitas..tapi ini malah tiap bulan di tarik 39k dari rekening,, gimana ini",1,0.0,0.0,Negative,36,download aplikasi karna sales bantuan target ngisi biodata nomor rekening sales cuman formalitastapi tarik 39k rekening gimana,17,download aplikasi karna sales bantu target ngisi biodata nomor rekening sales cuman formalitastapi tarik 39k rekening gimana
sangat membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
terbaik ,5,0.0,0.0,Positive,1,terbaik,1,baik
aplikasi bego. hanya tau tarik uang saja. minta betal pembayaran tidak ada respon terus tarik uang dari rekening tanpa ada informasi. goablok.. ini bagi saya adalah spenipuan dan sangat menyesal telah bergabung disini.,1,0.0,0.0,Negative,38,aplikasi bego tau tarik uang betal pembayaran respon tarik uang rekening informasi goablok spenipuan menyesal bergabung,16,aplikasi bego tau tarik uang betal bayar respon tarik uang rekening informasi goablok spenipuan sesal gabung
ada yg nelpon atas namakan aldokter minta no rek sya kasi tpi di suru bilang pas terahir di suru bilang iya ununtung sya tidak bilang iya,1,0.0,0.0,Negative,26,nelpon namakan aldokter no rek sya kasi tpi suru bilang pas terahir suru bilang iya ununtung sya bilang iya,19,nelpon nama aldokter no rek sya kasi tpi suru bilang pas terahir suru bilang iya ununtung sya bilang iya
its nice,5,0.6,1.0,Positive,2,its nice,2,its nice
bguss,5,0.0,0.0,Positive,1,bguss,1,bguss
ok,5,0.5,0.5,Positive,1,ok,1,ok
mantap mantap,5,0.0,0.0,Positive,2,mantap mantap,2,mantap mantap
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
baik dan bagus,5,0.0,0.0,Positive,3,bagus,1,bagus
respon cepat cukup membantu,5,0.0,0.0,Positive,4,respon cepat membantu,3,respon cepat bantu
membantu,5,0.0,0.0,Positive,1,membantu,1,bantu
masukannya bisa buat jaga2 jika terserang asam lambung lagi. ok banget buat konsultasi awal,5,0.5,0.5,Positive,15,masukannya jaga2 terserang asam lambung ok banget konsultasi,8,masuk jaga2 serang asam lambung ok banget konsultasi
trimakasih pada dr. belinda kesan pertama yg ramah.. trimakasih banyak,5,0.0,0.0,Positive,11,trimakasih dr belinda kesan ramah trimakasih,6,trimakasih dr belinda kesan ramah trimakasih
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
baik,5,0.0,0.0,Positive,1,,0,
sangat membantu untuk saya..,5,0.0,0.0,Positive,5,membantu,1,bantu
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
"sangat membantu, sejauh ini puas.",3,0.0,0.0,Neutral,7,membantu puas,2,bantu puas
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
bagus,5,0.0,0.0,Positive,1,bagus,1,bagus
terimakasih dok,5,0.0,0.0,Positive,2,terimakasih dok,2,terimakasih dok
baguss banget bisaaa membantu,5,0.0,0.0,Positive,4,baguss banget bisaaa membantu,4,baguss banget bisaaa bantu
aplikasi yg sangat membantu. terima kasih,5,0.0,0.0,Positive,7,aplikasi membantu terima kasih,4,aplikasi bantu terima kasih
"di telpon terus kek yg nagih hutang,perihal penawaran ini itu.maaf menurut saya ini menganggu,terimakasih.",1,0.0,0.0,Negative,19,telpon kek nagih hutangperihal penawaran itumaaf mengangguterimakasih,7,telpon kek nagih hutangperihal tawar itumaaf mengangguterimakasih
membantu,5,0.0,0.0,Positive,1,membantu,1,bantu
barusan sy di telfn yg mengatasnamakn dr alodokter dan meminta no rek. yg sy tanyakan apakah benar dan resmi dr alodokter. bila bukan mohon d tindak lanjuti demi kenyamanan kami,2,0.0,0.0,Negative,32,barusan telfn mengatasnamakn dr alodokter no rek resmi dr alodokter mohon d tindak lanjuti kenyamanan,15,barusan telfn mengatasnamakn dr alodokter no rek resmi dr alodokter mohon d tindak lanjut nyaman
nice! memudahkan untuk periksa dan konsultasi dikondisi seperti ini,4,0.75,1.0,Positive,10,nice memudahkan periksa konsultasi dikondisi,5,nice mudah periksa konsultasi kondisi
"mohon maaf ya, tadi ada selesai operator yang telpon sya, bilangnya sya dapat hadiah 2juta dari alodokter. trus dia ngotot minta nmor rekening sya. tolong ya kalau mau nipu orang jngan begini caranya. ",1,0.0,0.0,Negative,38,mohon maaf selesai operator telpon sya bilangnya sya hadiah 2juta alodokter trus ngotot nmor rekening sya tolong nipu orang jngan,20,mohon maaf selesai operator telpon sya bilang sya hadiah 2juta alodokter trus ngotot nmor rekening sya tolong nipu orang jngan
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
sangat bagus,5,0.0,0.0,Positive,2,bagus,1,bagus
"bagus nih, dokternya ramah semua",5,0.0,0.0,Positive,6,bagus nih dokternya ramah,4,bagus nih dokter ramah
memudahkan konsultasi penyakit dan berobat,5,0.0,0.0,Positive,5,memudahkan konsultasi penyakit berobat,4,mudah konsultasi sakit obat
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
cukup membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
terima kasih telah banyak membantu :),5,0.5,1.0,Positive,7,terima kasih membantu,3,terima kasih bantu
males suka ada yang telpon nawarin program gajelas ganggu tau ga,1,0.0,0.0,Negative,11,males suka telpon nawarin program gajelas ganggu tau ga,9,males suka telpon nawarin program gajelas ganggu tau ga
mantaps... solusi konsultasi kesehatan dengan harga terjangkau dan dokter yang ramah,5,0.0,0.0,Positive,12,mantaps solusi konsultasi kesehatan harga terjangkau dokter ramah,8,mantaps solusi konsultasi sehat harga jangkau dokter ramah
sangat membantu sekali terimakasih,5,0.0,0.0,Positive,4,membantu terimakasih,2,bantu terimakasih
"saya terakhir dtng buln tanggl 29 mei kira"" kandungan saya berapa buln",1,0.0,0.0,Negative,13,dtng buln tanggl 29 mei kandungan buln,7,dtng buln tanggl 29 mei kandung buln
"tanya dok,,, saya udah hampir 7tahun kb aud minggu "" ini kalau habis berhubungan keluar lendir dan darah ini bahaya ndak ya",5,0.0,0.0,Positive,25,dok udah 7tahun kb aud minggu habis berhubungan lendir darah bahaya ndak,12,dok udah 7tahun kb aud minggu habis hubung lendir darah bahaya ndak
cepat di respon dan memuaskan konsultasinya,5,0.0,0.0,Positive,6,cepat respon memuaskan konsultasinya,4,cepat respon muas konsultasi
terimaksih sekali...dokternya melayani dengan sangat ramah ,5,0.0,0.0,Positive,8,terimaksih sekalidokternya melayani ramah,4,terimaksih sekalidokternya layan ramah
sangat menuntun,5,0.0,0.0,Positive,2,menuntun,1,tuntun
aplikasi kadang tiba-tiba slow dibuka,3,-0.30000000000000004,0.39999999999999997,Neutral,5,aplikasi kadang tibatiba slow dibuka,5,aplikasi kadang tibatiba slow buka
sangat membantu untuk berkonsultasi.. makasih...,5,0.0,0.0,Positive,7,membantu berkonsultasi makasih,3,bantu konsultasi makasih
sangat membantu bangtat,5,0.0,0.0,Positive,3,membantu bangtat,2,bantu bangtat
ini aplikasi penjual data pribadi. bisa2 nya ada menelepon menawarkan data dbd 2 jt lalu meminta data pribadi rekening kita. untung saya sadar dan semua data yang kita masukan ke aplikasi ini sudah pasti di dapat mereka.,1,0.0,0.0,Negative,40,aplikasi penjual data pribadi bisa2 menelepon menawarkan data dbd 2 jt data pribadi rekening untung sadar data masukan aplikasi,19,aplikasi jual data pribadi bisa2 telepon tawar data dbd 2 jt data pribadi rekening untung sadar data masuk aplikasi
aplikasi yang bagus dan responnya cepat ,5,0.0,0.0,Positive,6,aplikasi bagus responnya cepat,4,aplikasi bagus responnya cepat
jadi ada konsultasi tanpa pergi jauh,5,0.0,0.0,Positive,6,konsultasi pergi,2,konsultasi pergi
"ini gimana see kok rekening saya ke potong terus, padahal sudah perizinan non aktif, sudah saya lakukan semua apa yang seles katakan. tetep saja masih di potong terus. tolong dengan sangat, jangan lakukan penipuan",1,0.0,0.0,Negative,39,gimana see rekening potong perizinan non aktif lakukan seles tetep potong tolong lakukan penipuan,14,gimana see rekening potong izin non aktif laku les tetep potong tolong laku tipu
sangat membantu sekali saat dibutuhkan,5,0.0,0.0,Positive,5,membantu dibutuhkan,2,bantu butuh
terima kasih,5,0.0,0.0,Positive,2,terima kasih,2,terima kasih
sangat membantu dalam konsultasi kesehatan,5,0.0,0.0,Positive,5,membantu konsultasi kesehatan,3,bantu konsultasi sehat
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
"sangat membantu sekali dg adanya aplikasi ini. bisa konsultasi online dan dapat resep dari dokter dg segera, terima kasih alodokter ",5,0.0,0.0,Positive,22,membantu aplikasi konsultasi online resep dokter terima kasih alodokter,9,bantu aplikasi konsultasi online resep dokter terima kasih alodokter
sangat responsif,4,0.0,0.0,Positive,2,responsif,1,responsif
sangat membantu,4,0.0,0.0,Positive,2,membantu,1,bantu
menyenangkan terima kasih banyak,5,0.0,0.0,Positive,4,menyenangkan terima kasih,3,senang terima kasih
makasih,5,0.0,0.0,Positive,1,makasih,1,makasih
sangat baik dan ramah cepat membalas smua yg kita tanyakan,5,0.0,0.0,Positive,10,ramah cepat membalas smua,4,ramah cepat balas smua
aku kasih 5 bintang,5,0.0,0.0,Positive,4,kasih 5 bintang,3,kasih 5 bintang
respon cepat dan menjelaskan dengan rinci,5,0.0,0.0,Positive,6,respon cepat rinci,3,respon cepat rinci
sangat membantu di saat masa pandemi ini. mantap,5,0.0,0.0,Positive,9,membantu pandemi mantap,3,bantu pandemi mantap
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
saya kira chat dokter gertis. baru saja saya install seketika saya buka auto uninstall,1,0.0,0.0,Negative,15,chat dokter gertis install buka auto uninstall,7,chat dokter gertis install buka auto uninstall
ok,5,0.5,0.5,Positive,1,ok,1,ok
sangat membantu sekali. terima kasih alodok,5,0.0,0.0,Positive,7,membantu terima kasih alodok,4,bantu terima kasih alodok
aplikasi sampah salesnya najis nipu,1,0.0,0.0,Negative,5,aplikasi sampah salesnya najis nipu,5,aplikasi sampah salesnya najis nipu
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
terima kasih dokter,5,0.0,0.0,Positive,3,terima kasih dokter,3,terima kasih dokter
"dokternya ramah, fast respon ",5,0.2,0.6,Positive,5,dokternya ramah fast respon,4,dokter ramah fast respon
guuttt,5,0.0,0.0,Positive,1,guuttt,1,guuttt
top markotop sangat membantu,5,0.5,0.5,Positive,4,top markotop membantu,3,top markotop bantu
"respon dokter cepat,dan sangat membantu",5,0.0,0.0,Positive,7,respon dokter cepatdan membantu,4,respon dokter cepatdan bantu
terima kasih aladokter... dokter nya ramah dan sabar...,5,0.0,0.0,Positive,10,terima kasih aladokter dokter ramah sabar,6,terima kasih aladokter dokter ramah sabar
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1,bantu
mantap dah nanti saya ikut alodok,5,0.0,0.0,Positive,6,mantap dah alodok,3,mantap dah alodok
sangat,5,0.0,0.0,Positive,1,,0,
"dalam sesi percakapan hanya ada pilihan ya dan tidak, terkadang ada yang ingin saya jelas kan, karna pilihan seperti itu harus nya bisa di sertai penjelasan dari pasien.",4,0.0,0.0,Positive,31,sesi percakapan pilihan terkadang karna pilihan sertai penjelasan pasien,9,sesi cakap pilih terkadang karna pilih serta jelas pasien
"saya sakit dan berkonsultasi hingga meminta resep obat pada dokter, dan memilih pengiriman obat same day karena obatnya benar2 perlu. tapi sampai malam pun obat belum juga dikirimkan. padahal obat tersebut penting dan harus segera diminum. percuma berarti saya memakai apk ini dan berharap obat bisa dikirim cepat. please yaa ngapain alodokter ini nelp2 terus udah 2 kali loh. minta no rekening mulu buat klaim dbd lah. ",2,0.0,0.125,Negative,74,sakit berkonsultasi resep obat dokter memilih pengiriman obat same day obatnya benar2 malam obat dikirimkan obat diminum memakai apk berharap obat dikirim cepat please yaa ngapain alodokter nelp2 udah 2 kali loh no rekening mulu klaim dbd,37,sakit konsultasi resep obat dokter pilih kirim obat same day obat benar2 malam obat kirim obat minum pakai apk harap obat kirim cepat please yaa ngapain alodokter nelp2 udah 2 kali loh no rekening mulu klaim dbd
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
sangat membantu terima kasih atas dokternya,5,0.0,0.0,Positive,6,membantu terima kasih dokternya,4,bantu terima kasih dokter
"mohon maaf sebelumnya, apakah alodokter memang ada marketing nya untuk menjelaskan tentang asuransi alodokter? karena sudah beberapa minggu ini, ada telepon mengaku dari alodokter, menjelaskan tentang asuransi biaya bla bla bla dan semacam nya. dan terakhirnya, mereka menanyai saya tentang rekening apa yg saya punya saat ini, ini kan lucu. mohon ditindaklanjuti. terimakasih",1,0.0,0.0,Negative,62,mohon maaf alodokter marketing asuransi alodokter minggu telepon mengaku alodokter asuransi biaya bla bla bla terakhirnya rekening lucu mohon ditindaklanjuti terimakasih,21,mohon maaf alodokter marketing asuransi alodokter minggu telepon aku alodokter asuransi biaya bla bla bla akhir rekening lucu mohon ditindaklanjuti terimakasih
"sangat membantu,,terimakasih",5,0.0,0.0,Positive,4,membantuterimakasih,1,membantuterimakasih
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu sekali,5,0.0,0.0,Positive,3,membantu,1,bantu
terima kasih atas semua masukan nya,5,0.0,0.0,Positive,6,terima kasih masukan,3,terima kasih masuk
respon cukup baik,5,0.0,0.0,Positive,3,respon,1,respon
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
mantap,5,0.0,0.0,Positive,1,mantap,1,mantap
bagus aplikasinya cuman waktu awal install ada yg nelfon gitu..,5,0.0,0.0,Positive,11,bagus aplikasinya cuman install nelfon gitu,6,bagus aplikasi cuman install nelfon gitu
semoga bermanfaat ,5,0.0,0.0,Positive,2,semoga bermanfaat,2,moga manfaat
"jgn pernah ngasih rekening ke orang lain , itu pribadi kawan ""hati hati aplikasi penipuan""",1,0.0,0.0,Negative,17,jgn ngasih rekening orang pribadi kawan hati hati aplikasi penipuan,10,jgn ngasih rekening orang pribadi kawan hati hati aplikasi tipu
penipu!!!,1,0.0,0.0,Negative,4,penipu,1,tipu
memberikan data customer seenaknya,1,0.0,0.0,Negative,4,data customer,2,data customer
the besttttttttttt,5,0.0,0.0,Positive,2,the besttttttttttt,2,the besttttttttttt
good,5,0.7,0.6000000000000001,Positive,1,good,1,good
respon dokter nya cepat,5,0.0,0.0,Positive,4,respon dokter cepat,3,respon dokter cepat
sangat membantu solusi penanganan sakit saya keluhkan,2,0.0,0.0,Negative,7,membantu solusi penanganan sakit keluhkan,5,bantu solusi tangan sakit keluh
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
sangat membantu bagi penderita yang sementara sakit,5,0.0,0.0,Positive,7,membantu penderita sakit,3,bantu derita sakit
responsif dan baik,5,0.0,0.0,Positive,3,responsif,1,responsif
cara keluar dari akun alodokter gimana cara nya,1,0.0,0.0,Negative,8,akun alodokter gimana,3,akun alodokter gimana
pelayanan nya ramah dan baik sekali,5,0.0,0.0,Positive,6,pelayanan ramah,2,layan ramah
sangat baik,5,0.0,0.0,Positive,2,,0,
kacau d suruh download sma sales udh kasi ktp sma rek jga niat mau bantu kejar target eh malah kesedot saldo rek sya tiap bln 39rb. payah,1,0.0,0.0,Negative,28,kacau d suruh download sma sales udh kasi ktp sma rek jga niat bantu kejar target eh kesedot saldo rek sya bln 39rb payah,24,kacau d suruh download sma sales udh kasi ktp sma rek jga niat bantu kejar target eh sedot saldo rek sya bln 39rb payah
terimaksih,5,0.0,0.0,Positive,1,terimaksih,1,terimaksih
dtr sangat tanggap dan memuaskan waktu konsultasi cukup lama,5,0.0,0.0,Positive,9,dtr tanggap memuaskan konsultasi,4,dtr tanggap muas konsultasi
trimksh dok,5,0.0,0.0,Positive,2,trimksh dok,2,trimksh dok
sudah berapa kali konsultasi alhamdulillah bermanfaat,5,0.0,0.0,Positive,6,kali konsultasi alhamdulillah bermanfaat,4,kali konsultasi alhamdulillah manfaat
maaf bu raya. saya mau cancel nama saya dari aplikasi alodokter caranya bagaimana ya..... karena saya tidak sanggup untuk bayar tiap bulannya karena saya takut gak bisa bayar perbulannya. karena saya sudah tidak pernah nabung lagi di bank,1,0.0,0.0,Negative,41,maaf bu raya cancel nama aplikasi alodokter sanggup bayar bulannya takut gak bayar perbulannya nabung bank,16,maaf bu raya cancel nama aplikasi alodokter sanggup bayar bulan takut gak bayar bulan nabung bank
sangat membantu,5,0.0,0.0,Positive,2,membantu,1,bantu
tau dari berita alodokter kasih paket isoman yang gratis konsultasi. akhirnya donlot aplikasi alodokter sekalian sama pengantaran obatnya. makasih alodokter,5,0.0,0.0,Positive,22,tau berita alodokter kasih paket isoman gratis konsultasi donlot aplikasi alodokter pengantaran obatnya makasih alodokter,15,tau berita alodokter kasih paket isoman gratis konsultasi donlot aplikasi alodokter antar obat makasih alodokter
