content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords,review_stem_without_stopwords
"aplikasinya nipu katanya bisa chat dokter gratis padhal blom chat d suruh bayar duluan, manaahal lagi udh itu cuman konsultasi pulak, tolong lah kalo memang ya gratis jangan d iklan kan gratis trsu masa chat aja d bayar aneh",1,neutral,negative,41,aplikasinya nipu chat dokter gratis padhal blom chat d suruh bayar duluan manaahal udh cuman konsultasi pulak tolong kalo gratis d iklan gratis trsu chat d bayar aneh,28,aplikasi nipu chat dokter gratis padhal blom chat d suruh bayar duluan manaahal udh cuman konsultasi pulak tolong kalo gratis d iklan gratis trsu chat d bayar aneh
kirim,4,neutral,positive,1,kirim,1,kirim
mantap,5,negative,positive,1,mantap,1,mantap
aplikasi yang sangat membantu untuk konsultasi dengan dokter-dokter profesional terutama ketika belum ada kesempatan untuk mengunjungi dokter/rumah sakit secara langsung,5,negative,positive,20,aplikasi membantu konsultasi dokterdokter profesional kesempatan mengunjungi dokterrumah sakit langsung,10,aplikasi bantu konsultasi dokterdokter profesional sempat unjung dokterrumah sakit langsung
saya baru saja transaksi. sudah bayar ke spesialis 45 ribu. sudah chat awal tapi belum dibalas apa apa. eh tiba2 langsung di selesaikan sesi chat dengan dokter nya. aplikasi nyari duit doang inisih. payah,1,negative,negative,39,transaksi bayar spesialis 45 ribu chat dibalas eh tiba2 langsung selesaikan sesi chat dokter aplikasi nyari duit doang inisih payah,20,transaksi bayar spesialis 45 ribu chat balas eh tiba2 langsung selesai sesi chat dokter aplikasi nyari duit doang inisih payah
okey banget,5,negative,positive,2,okey,1,okey
oke banget.... utk kebutuhan dokter dan spesialis dalam waktu singkat,5,neutral,positive,11,oke utk kebutuhan dokter spesialis singkat,6,oke utk butuh dokter spesialis singkat
"bayar semua,",1,negative,negative,3,bayar,1,bayar
sangat membantu,5,negative,positive,2,membantu,1,bantu
"error' apk nya, disuruh bayar lewat e-walet giliran mau dibayar pake shopee, pas login ket nya error' terus !",1,neutral,negative,23,error apk disuruh bayar ewalet giliran dibayar pake shopee pas login ket error,13,error apk suruh bayar ewalet gilir bayar pake shopee pas login ket error
coba,2,neutral,negative,1,coba,1,coba
semoga aplikasi ini sangat membantu dan bermanfaat,5,positive,positive,7,semoga aplikasi membantu bermanfaat,4,moga aplikasi bantu manfaat
alodokter anak saya pening diikuti demamsaya kasih obat panadol 500mg dibagi 2 dan antibiotik azitromicyn yg 250 mg..efeknya dia muntah,5,negative,positive,22,alodokter anak pening diikuti demamsaya kasih obat panadol 500mg dibagi 2 antibiotik azitromicyn 250 mgefeknya muntah,16,alodokter anak pening ikut demamsaya kasih obat panadol 500mg bagi 2 antibiotik azitromicyn 250 mgefeknya muntah
kirain gak bayar,1,neutral,negative,3,kirain bayar,2,kirain bayar
ngak bisa digunakan,1,neutral,negative,3,ngak,1,ngak
good,5,neutral,positive,1,good,1,good
"menyedihkan chat belum sempat dibalas langsung tertutup, padahal sudah dibayar",1,neutral,negative,11,menyedihkan chat dibalas langsung tertutup dibayar,6,sedih chat balas langsung tutup bayar
"dokter speaialis anak nya sangat membantu, hanya tolong diperbaiki bug nya, sangat mengganggu, saya dan dokter saling tunggu balasan chat. trimakasih",5,positive,positive,25,dokter speaialis anak membantu tolong diperbaiki bug mengganggu dokter tunggu balasan chat trimakasih,13,dokter speaialis anak bantu tolong baik bug ganggu dokter tunggu balas chat trimakasih
"saya kasih bintang 1, pas sesi percakapan belum ada balasan dari dokter tapi udah di tutup percakapannya karena sudah 30 menit tidak ada balasan dari dokter otomatis di tutup. mohon maaf saya bayar untuk konsultasi, tapi kalau tidak ada balasan dari dokter dan dokternya lama respon buat apa saya konsultasi di apk alodokter. sangat tidak recomended apk alodokter ini, mending kalau mau konsultasi bisa ke dokter terdekat saja daripada online tapi tidak jelas",1,positive,negative,78,kasih bintang 1 pas sesi percakapan balasan dokter tutup percakapannya 30 menit balasan dokter otomatis tutup mohon maaf bayar konsultasi balasan dokter dokternya respon konsultasi apk alodokter recomended apk alodokter mending konsultasi dokter terdekat online,35,kasih bintang 1 pas sesi cakap balas dokter tutup cakap 30 menit balas dokter otomatis tutup mohon maaf bayar konsultasi balas dokter dokter respon konsultasi apk alodokter recomended apk alodokter mending konsultasi dokter dekat online
"tidak jelas, penjelasan juga tidak lengkap tidak ada solusi untuk penyakit yg diderita",1,neutral,negative,14,penjelasan lengkap solusi penyakit diderita,5,jelas lengkap solusi sakit derita
"selamat malam dokter. saya sudah mendatangi dokter saraf. setelah difoto, saraf saya terjepit. saya dianjurkan fisiotererafi. sakit pinggang saya sudah hilang. akan tetapi. jika berjalan tanpa dibantu ( 2 tongkat saya jatuh tidak kuat berdiri ). mengangkat salah satu kaki kiri / kanan ( sangat terasa berat ). mohon penjelasan dari dokter. apa semua penyebab ini dan mohon solusinya. terimakasih",5,positive,positive,71,selamat malam dokter dokter saraf difoto saraf terjepit dianjurkan fisiotererafi sakit pinggang hilang berjalan dibantu 2 tongkat jatuh kuat berdiri mengangkat salah kaki kiri kanan berat mohon penjelasan dokter penyebab mohon solusinya terimakasih,33,selamat malam dokter dokter saraf foto saraf jepit anjur fisiotererafi sakit pinggang hilang jalan bantu 2 tongkat jatuh kuat diri angkat salah kaki kiri kanan berat mohon jelas dokter sebab mohon solusi terimakasih
sanggat memuasakan,5,neutral,positive,2,sanggat memuasakan,2,sanggat puasa
chat dengan dokternya tidak ngeload dengan lancar..masih ada bug kayanya,1,neutral,negative,12,chat dokternya ngeload lancarmasih bug kayanya,6,chat dokter ngeload lancarmasih bug kaya
respon sangat cepat dan memuaskab,5,negative,positive,5,respon cepat memuaskab,3,respon cepat memuaskab
bagus sangat bermanfaat bagi orang awam,5,neutral,positive,6,bagus bermanfaat orang awam,4,bagus manfaat orang awam
terima ksih klu sya bisa cat sma dokter,5,positive,positive,8,terima ksih klu sya cat sma dokter,7,terima ksih klu sya cat sma dokter
dikasih resep. mestinya dikasih tau kalo apotikny tutup lagi gawat gini malah jd nunggu.. hadehhhhh.. pdhl anak rewel bgt,3,neutral,neutral,22,dikasih resep mestinya dikasih tau kalo apotikny tutup gawat gini jd nunggu hadehhhhh pdhl anak rewel bgt,17,kasih resep mesti kasih tau kalo apotikny tutup gawat gin jd nunggu hadehhhhh pdhl anak rewel bgt
ok good sip,5,neutral,positive,3,ok good sip,3,ok good sip
lumayan membantu kalo ada yang tidak dipahami masalah kondisi tubuh atau tiba tiba sakit bisa di konsultasikan dan dapat jawaban yg mudah dimengerti,4,neutral,positive,23,lumayan membantu kalo dipahami kondisi tubuh sakit konsultasikan mudah dimengerti,10,lumayan bantu kalo paham kondisi tubuh sakit konsultasi mudah erti
sampah bug,2,neutral,negative,2,sampah bug,2,sampah bug
"sangat membantu sekali , responsif dan ramah. thankyou",5,positive,positive,9,membantu responsif ramah thankyou,4,bantu responsif ramah thankyou
ok bngt,5,negative,positive,2,ok bngt,2,ok bngt
"siang dok,mau konsultasi.penyakit yg saya derita.perut terasa penuh,dan nyeri perut bagian bawah sebelah kiri disertai sakit pinggang sebelah kanan",5,neutral,positive,23,siang dokmau konsultasipenyakit deritaperut penuhdan nyeri perut sebelah kiri disertai sakit pinggang sebelah kanan,14,siang dokmau konsultasipenyakit deritaperut penuhdan nyeri perut belah kiri serta sakit pinggang belah kanan
sangat membantu.. aplikasinya bagus,5,neutral,positive,5,membantu aplikasinya bagus,3,bantu aplikasi bagus
"aplikasi bodoh, mau daftar mental mental, tidak bisa masuk, cari orang yang profesional",1,negative,negative,16,aplikasi bodoh daftar mental mental masuk cari orang profesional,9,aplikasi bodoh daftar mental mental masuk cari orang profesional
oke,5,neutral,positive,1,oke,1,oke
untuk klaim dipersulit dengan proteksi dari alodokter yg kerja sama dengan axa. gak rekomendasi utk mendaftar di alodokter,1,neutral,negative,19,klaim dipersulit proteksi alodokter kerja axa rekomendasi utk mendaftar alodokter,10,klaim sulit proteksi alodokter kerja axa rekomendasi utk daftar alodokter
terima kasih banyak dokter nya enak ramah,5,neutral,positive,7,terima kasih dokter enak ramah,5,terima kasih dokter enak ramah
sangat membantu bgt terimakasih alodokter,5,neutral,positive,5,membantu bgt terimakasih alodokter,4,bantu bgt terimakasih alodokter
sangat membantu,5,negative,positive,2,membantu,1,bantu
bug ga bisa loading,1,negative,negative,4,bug loading,2,bug loading
sangat2 membantu dan dokterx sangat ramah,5,positive,positive,6,sangat2 membantu dokterx ramah,4,sangat2 bantu dokterx ramah
good,5,neutral,positive,1,good,1,good
ok,5,neutral,positive,1,ok,1,ok
sangat detail sekali. dr nya ramah. suka sekali,5,neutral,positive,10,detail ramah suka,3,detail ramah suka
good,5,neutral,positive,1,good,1,good
sangat membantu,5,negative,positive,2,membantu,1,bantu
"puas dan detail penjelasannya, seperti datang ke dokter langsung..",5,negative,positive,11,puas detail penjelasannya dokter langsung,5,puas detail jelas dokter langsung
"lagi sakit, malah dibikin stress sama bug.",1,neutral,negative,9,sakit dibikin stress bug,4,sakit bikin stress bug
"yang ditanya lain, yang dijawab lain, seperti dijawab bot. foto aja yg dokter, dokternya tidur, kita konsul sama bot terus bayar. lucu ",1,positive,negative,28,bot foto dokter dokternya tidur konsul bot bayar lucu,9,bot foto dokter dokter tidur konsul bot bayar lucu
chat aja harus bayar ku kira gratis,1,negative,negative,7,chat bayar ku gratis,4,chat bayar ku gratis
layanan dokter yang tersedia sangat informatif,5,negative,positive,6,layanan dokter tersedia informatif,4,layan dokter sedia informatif
"sangat membantu sekali,",5,neutral,positive,4,membantu,1,bantu
membantu saat terdesak  dokter nya juga ramah2,5,neutral,positive,7,membantu terdesak dokter ramah2,4,bantu desak dokter ramah2
"sangat baik respon nya,semoga cocok",5,neutral,positive,7,respon nyasemoga cocok,3,respon nyasemoga cocok
bagus buat introvert dan pencegahan sebelum tindak lanjut ke dokter di rs jadi hemat waktu dan biaya,5,negative,positive,17,bagus introvert pencegahan tindak dokter rs hemat biaya,8,bagus introvert cegah tindak dokter rs hemat biaya
makasih ya dok,5,positive,positive,3,makasih,1,makasih
"saya kasih bintang dua dulu.., mohon diperbaiki bug nya. saya sudah memasukan nomor telpon dengan benar tetapi mengapa tetap tidak bisa? dan saya sudah mengecek email saya juga tidak bisa. padahal sudah benar semua? dimohonkan ilang kan bug ini karna saya agak risih dengan bug",2,neutral,negative,51,kasih bintang mohon diperbaiki bug memasukan nomor telpon mengecek email dimohonkan ilang bug karna risih bug,16,kasih bintang mohon baik bug pasu nomor telpon ecek email mohon ilang bug karna risih bug
"sangat"" bermanfa'at dan membantu",5,neutral,positive,5,bermanfaat membantu,2,manfaat bantu
mantap,5,negative,positive,1,mantap,1,mantap
berguna wow,5,neutral,positive,2,berguna wow,2,guna wow
ok,5,neutral,positive,1,ok,1,ok
mantapsss bangett,5,negative,positive,2,mantapsss bangett,2,mantapsss bangett
"aplikasi cacat, lemot parah, tracking obat gk ada menu cek saat beli, aneh keburu igd klw kaya gini, jelek pokonya apps nya",1,positive,negative,26,aplikasi cacat lemot parah tracking obat gk menu cek beli aneh keburu igd klw kaya gini jelek pokonya apps,19,aplikasi cacat lot parah tracking obat gk menu cek beli aneh keburu igd klw kaya gin jelek poko apps
nice,5,positive,positive,1,nice,1,nice
bisa menambah wawasan terima kasih alodokter.,5,neutral,positive,7,menambah wawasan terima kasih alodokter,5,tambah wawas terima kasih alodokter
sangat membantu,5,negative,positive,2,membantu,1,bantu
waktu konsultasi nya perlu di tmbah,1,neutral,negative,6,konsultasi tmbah,2,konsultasi tmbah
wbagusbramah,5,neutral,positive,1,wbagusbramah,1,wbagusbramah
gooodddd,5,negative,positive,1,gooodddd,1,gooodddd
sangat membantu,5,negative,positive,2,membantu,1,bantu
sangat puas banget dan ramah,5,neutral,positive,5,puas ramah,2,puas ramah
"anak sy umur 7tahun dok,pernah panas tinggi sampai mata dan mulutnya merah. sy bawa ke dokter dan turun panasnya terus banyak kelur di badanya seperti bercak putih lalu kering tp masih ad sedikit dn qukasi mandi.bbrp hr kemudian kmbali panas dn qubwa lg ke dokter dn lngsung smbuh lg.pas habis obatnya hangat lg badannya dan tanganya sprt terkelupas. qubwa lg ke puskesmas krn batuk dan angat badannya dikasi anti biotik. tp msih panas badan tangan dan kakinya dok.",2,neutral,negative,84,anak sy umur 7tahun dokpernah panas mata mulutnya merah sy bawa dokter turun panasnya kelur badanya bercak putih kering tp ad dn qukasi mandibbrp hr kmbali panas dn qubwa lg dokter dn lngsung smbuh lgpas habis obatnya hangat lg badannya tanganya sprt terkelupas qubwa lg puskesmas krn batuk angat badannya dikasi anti biotik tp msih panas badan tangan kakinya,59,anak sy umur 7tahun dokpernah panas mata mulut merah sy bawa dokter turun panas kelur bada bercak putih kering tp ad dn qukasi mandibbrp hr kmbali panas dn qubwa lg dokter dn lngsung smbuh lgpas habis obat hangat lg badan tanganya sprt kelupas qubwa lg puskesmas krn batuk angat badan kasi anti biotik tp msih panas badan tangan kaki
sangat membantu saat kondisi memerlukan bantuan obat dan konsultasi cepat,5,negative,positive,10,membantu kondisi bantuan obat konsultasi cepat,6,bantu kondisi bantu obat konsultasi cepat
"dokter yg ramah,, singkat padat,,jelas",5,neutral,positive,9,dokter ramah singkat padatjelas,4,dokter ramah singkat padatjelas
"komunikasi ke dokter ok, aplikasi ga biat ngasi gratis ongkir. buat input alamat stuk terus",3,neutral,neutral,17,komunikasi dokter ok aplikasi biat ngasi gratis ongkir input alamat stuk,11,komunikasi dokter ok aplikasi biat ngasi gratis ongkir input alamat stuk
banyak membantu,5,neutral,positive,2,membantu,1,bantu
"sangat membantu, seringkali ingin berobat langsung tapi terkendala kesibukan dan lain sebagainya. lewat alodokter kita bisa konsultasi kapan saja.",5,neutral,positive,22,membantu seringkali berobat langsung terkendala kesibukan alodokter konsultasi,8,bantu seringkali obat langsung kendala sibuk alodokter konsultasi
"semoga bisa membantu dgn keluhan yg anak suami dapat,.",5,positive,positive,11,semoga membantu dgn keluhan anak suami,6,moga bantu dgn keluh anak suami
nice,5,positive,positive,1,nice,1,nice
sering diskon alhamdulillah.. sukses terus alodokter,5,negative,positive,7,diskon alhamdulillah sukses alodokter,4,diskon alhamdulillah sukses alodokter
alo dokter gak kaya dulu sekarang berbayar,1,negative,negative,7,alo dokter kaya berbayar,4,alo dokter kaya bayar
"saya kira tanya"" doang gratis ternyata ada biaya nya hmm . maaf gue hapus lagi apk ini . cuma tanya penyakit doang bayar 45.000 priksa ke dokter langusng udah bisa hmm . maaf saya orang tidak mampu jadi maap kalau saya komen nya gini. ternyat banyak yang tertipu hmm",1,negative,negative,51,doang gratis biaya hmm maaf gue hapus apk penyakit doang bayar 45000 priksa dokter langusng hmm maaf orang maap komen gini ternyat tertipu hmm,24,doang gratis biaya hmm maaf gue hapus apk sakit doang bayar 45000 priksa dokter langusng hmm maaf orang maap komen gin ternyat tipu hmm
beli obat gk dikirim,1,neutral,negative,4,beli obat gk dikirim,4,beli obat gk kirim
bagus,5,neutral,positive,1,bagus,1,bagus
gimana sih... chat nggak dibalas. saya udah bayar..gmn tanggapannya...,1,negative,negative,14,gimana sih chat nggak dibalas bayargmn tanggapannya,7,gimana sih chat nggak balas bayargmn tanggap
sangat membantu,5,negative,positive,2,membantu,1,bantu
bagus,5,neutral,positive,1,bagus,1,bagus
bagus,5,neutral,positive,1,bagus,1,bagus
sangat membantu,5,negative,positive,2,membantu,1,bantu
kode otp tidak masuk ke nomor yang tertera untuk verivikasi,1,negative,negative,10,kode otp masuk nomor tertera verivikasi,6,kode otp masuk nomor tera verivikasi
sangat manbantu,5,negative,positive,2,manbantu,1,manbantu
ok,5,neutral,positive,1,ok,1,ok
ok,5,neutral,positive,1,ok,1,ok
alhamdulillah berguna banget aplikasinya,5,positive,positive,4,alhamdulillah berguna aplikasinya,3,alhamdulillah guna aplikasi
semoga membantu,5,negative,positive,2,semoga membantu,2,moga bantu
aplikasi yang sangat membantu untuk konsultasi mengenai kesehatan,5,positive,positive,8,aplikasi membantu konsultasi kesehatan,4,aplikasi bantu konsultasi sehat
