content,score,sentiment_label,sentiment_rating,wordCount,review_without_stopwords,wordCount_after_stopwords
"komunikasi ke dokter ok, aplikasi ga biat ngasi gratis ongkir. buat input alamat stuk terus",3,neutral,neutral,17,komunikasi dokter ok aplikasi biat ngasi gratis ongkir input alamat stuk,11
banyak membantu,5,neutral,positive,2,membantu,1
"sangat membantu, seringkali ingin berobat langsung tapi terkendala kesibukan dan lain sebagainya. lewat alodokter kita bisa konsultasi kapan saja.",5,neutral,positive,22,membantu seringkali berobat langsung terkendala kesibukan alodokter konsultasi,8
"semoga bisa membantu dgn keluhan yg anak suami dapat,.",5,positive,positive,11,semoga membantu dgn keluhan anak suami,6
sangat baik,5,negative,positive,2,,0
nice,5,positive,positive,1,nice,1
sering diskon alhamdulillah.. sukses terus alodokter,5,negative,positive,7,diskon alhamdulillah sukses alodokter,4
alo dokter gak kaya dulu sekarang berbayar,1,negative,negative,7,alo dokter kaya berbayar,4
"saya kira tanya"" doang gratis ternyata ada biaya nya hmm . maaf gue hapus lagi apk ini . cuma tanya penyakit doang bayar 45.000 priksa ke dokter langusng udah bisa hmm . maaf saya orang tidak mampu jadi maap kalau saya komen nya gini. ternyat banyak yang tertipu hmm",1,negative,negative,51,doang gratis biaya hmm maaf gue hapus apk penyakit doang bayar 45000 priksa dokter langusng hmm maaf orang maap komen gini ternyat tertipu hmm,24
beli obat gk dikirim,1,neutral,negative,4,beli obat gk dikirim,4
bagus,5,neutral,positive,1,bagus,1
gimana sih... chat nggak dibalas. saya udah bayar..gmn tanggapannya...,1,negative,negative,14,gimana sih chat nggak dibalas bayargmn tanggapannya,7
sangat membantu,5,negative,positive,2,membantu,1
bagus,5,neutral,positive,1,bagus,1
bagus,5,neutral,positive,1,bagus,1
sangat membantu,5,negative,positive,2,membantu,1
kode otp tidak masuk ke nomor yang tertera untuk verivikasi,1,negative,negative,10,kode otp masuk nomor tertera verivikasi,6
sangat manbantu,5,negative,positive,2,manbantu,1
ok,5,neutral,positive,1,ok,1
ok,5,neutral,positive,1,ok,1
alhamdulillah berguna banget aplikasinya,5,positive,positive,4,alhamdulillah berguna aplikasinya,3
semoga membantu,5,negative,positive,2,semoga membantu,2
aplikasi yang sangat membantu untuk konsultasi mengenai kesehatan,5,positive,positive,8,aplikasi membantu konsultasi kesehatan,4
gak bisa bayar pake dana,3,neutral,neutral,5,bayar pake dana,3
maaf sy mau bertanya kenapa ya ada pendebitan rutin tiap bulan dr rek sy sebesar 29rb tolong di jelaskan dn jangan ada lg pendebitan dr rek saya,5,negative,positive,27,maaf sy pendebitan rutin rek sy 29rb tolong dn lg pendebitan rek,12
obat tersedia dialoshop sudah dikasih resep juga tapi klik beli obat ko malah ke obat yang lain aneh padahal obat ada tersedia dan sangat membutuhkan obat itu,1,neutral,negative,27,obat tersedia dialoshop dikasih resep klik beli obat ko obat aneh obat tersedia membutuhkan obat,15
aplikasi tdk bisa dibuka,1,neutral,negative,4,aplikasi tdk dibuka,3
"saya pesen obat dengan pengiriman gosend. pesanan saya dikembalikan oleh driver ke apotek dn di status pemesanan pengiriman gagal. yg saya kesalkan pihak driver tidak ada menghubungi saya dgn via apupun itu baik chat maupun call ke saya dan langsung pesanan saya dikembalikan ditambah lg pada aplikasi tidak ada fitur chat untuk apotek yang mengirimkan obat. kemudian untuk refund uang, saya harus konfirmasi lg di whatsapp dengan mengisi form terlampir dan harus menunggu 3 hari untuk pencairan dana",1,negative,negative,82,pesen obat pengiriman gosend pesanan dikembalikan driver apotek dn status pemesanan pengiriman gagal kesalkan driver menghubungi dgn via apupun chat call langsung pesanan dikembalikan ditambah lg aplikasi fitur chat apotek mengirimkan obat refund uang konfirmasi lg whatsapp mengisi form terlampir menunggu 3 pencairan dana,44
"tolong ditingkatkan lagi aplikasi nya, diterterakan lokasi apotek, karena mau cepat beli obat eh malah nunggu 3 hr karena lokasi apotek di luar kota, padahal dicari terdekat. jika tidak ada yang terdekat harusnya dikonfirmasi biar jadi pertimbangan",2,neutral,negative,41,tolong ditingkatkan aplikasi diterterakan lokasi apotek cepat beli obat eh nunggu 3 hr lokasi apotek kota dicari terdekat terdekat dikonfirmasi biar pertimbangan,22
aku beri tiga bintang aja dulu karena baru pertama kali aku konsultasi,3,neutral,neutral,12,bintang kali konsultasi,3
sangat membantu,5,negative,positive,2,membantu,1
sangat mudah. tidak repot ke apotik,5,neutral,positive,7,mudah repot apotik,3
keren appsnya membantu sekali,5,negative,positive,4,keren appsnya membantu,3
mikkum dok saya boleh kunsultasi,5,negative,positive,5,mikkum kunsultasi,2
pengiriman lama tidak tepat waktu sudah lewat 1 minggu barang belum juga sampai bingung mau lapor kemana tidak untuk chat pelapor,1,neutral,negative,21,pengiriman 1 minggu barang bingung lapor kemana chat pelapor,9
pake alodokter pas mau chat knp harus bayar,1,neutral,negative,8,pake alodokter pas chat knp bayar,6
bagus..,5,neutral,positive,2,bagus,1
mantap,5,negative,positive,1,mantap,1
bagus,5,neutral,positive,1,bagus,1
"sangat membantu di kala gk bisa keluar rumah,, pokoknya top deh..",5,neutral,positive,14,membantu gk rumah pokoknya top deh,6
"pembayaran melalui dana tolong disediakan,biar saya bisa konsultasi. terimakasih",2,neutral,negative,12,pembayaran dana tolong disediakanbiar konsultasi terimakasih,6
ga pernah berlangganan setiap bulan dipotong sama ini aplikasi,1,positive,negative,9,berlangganan dipotong aplikasi,3
sangat membantu,5,negative,positive,2,membantu,1
"dokter nya baik, sabar, dan ramah walaupun di chat mlm2 masih nyambung. sehat selalu untuk semua",5,positive,positive,19,dokter sabar ramah chat mlm2 nyambung sehat,7
jelas,5,negative,positive,1,,0
bagus,5,neutral,positive,1,bagus,1
3 bintang dlu soal nya baru download apk nya klu bagus di kasi 5 bintang. ternyata di bayar lagi chat dgn dokter tdk ada yg gratis di apk ini hahahakurang bagus menurut ku karena tdk ada yg gratis nya hahaha,3,neutral,neutral,41,3 bintang dlu download apk klu bagus kasi 5 bintang bayar chat dgn dokter tdk gratis apk hahahakurang bagus ku tdk gratis hahaha,23
sangat tidak memuaskan saya konsul dengan psikiater jawabnya sangat tidak memuaskan sangat tidak membatu sama sekali terus menjawabnya sangata lama sekali sangat buang buang waktu dan uang mending saya konsul langsung ke rs aja kalo tau harus konsul secara tatap muka,2,neutral,negative,41,memuaskan konsul psikiater memuaskan membatu menjawabnya sangata buang buang uang mending konsul langsung rs kalo tau konsul tatap muka,19
alhamdulillah mantap,5,neutral,positive,2,alhamdulillah mantap,2
ini mah diresponnya sama bot bukan manusia. mana udah nungguin lama dokternya ky ga serius,1,positive,negative,16,mah diresponnya bot manusia nungguin dokternya ky serius,8
oke,5,neutral,positive,1,oke,1
"sangat membantu, pelayanan cepat dan dokternya ramah ",5,neutral,positive,8,membantu pelayanan cepat dokternya ramah,5
baij,5,neutral,positive,1,baij,1
"trm ksh atas jawabannya dok, sehingga sy tdk ragu memberikan obat kepa suami",5,negative,positive,14,trm ksh jawabannya sy tdk ragu obat kepa suami,9
sumpah kesel banget sama ini aplikasi udah dokternya blsnya lama bgt gue tinggal dlu gada notif gada apa tiba2 sesi chat slesai taiii. dapet solusi kaga bayar harussssss hadeh,1,negative,negative,30,sumpah kesel aplikasi dokternya blsnya bgt gue tinggal dlu gada notif gada tiba2 sesi chat slesai taiii dapet solusi kaga bayar harussssss hadeh,23
"maaf mau tanya kalo kartu yg kita daftarkan hilang dan aplikasi nya keluar. saya mau masuk lg tapi tdk bisa. gmn cara nya ya ka. mohon petunjuknya, saya sdh berlangganan setiap bulan nya.",5,positive,positive,38,maaf kalo kartu daftarkan hilang aplikasi masuk lg tdk gmn ka mohon petunjuknya sdh berlangganan,15
"saya kasih bintang 3 dulu, diperbaiki bug terdapat fitur chattingnya gapapa ngeload chat saat buka room chat, agar mungkin tidak memberatkan server, akan tetapi, tolong langsung ke chtan terakhir karena saya harus scroll lumayan jauh sekali kondisi sakit scroll itu sangat susah udh scroll mental lagi ke atas, mungkin itu perbaikan nya semoga di dengar oleh developernya dan fast update terimakasih",3,neutral,neutral,66,kasih bintang 3 diperbaiki bug fitur chattingnya gapapa ngeload chat buka room chat memberatkan server tolong langsung chtan scroll lumayan kondisi sakit scroll susah udh scroll mental perbaikan semoga dengar developernya fast update terimakasih,34
yyyyyjuuf uu era d free dsieex ini,4,positive,positive,7,yyyyyjuuf uu era d free dsieex,6
tolong min aplikasinya agak eror saya sudah verifikasi tapi tidak di tanggapi,1,neutral,negative,12,tolong min aplikasinya eror verifikasi tanggapi,6
respon cepat,5,neutral,positive,2,respon cepat,2
pesanan obat datangnya lama sekali,1,negative,negative,5,pesanan obat datangnya,3
"dokter anaknya telaten... andai di langsung di rumah sakit, tenang seperti ini tidak diburu waktu krna pasien yg antri.",5,neutral,positive,22,dokter anaknya telaten andai langsung rumah sakit tenang diburu krna pasien antri,12
bagis,5,negative,positive,1,bagis,1
suka sama pelayanan dokternya,5,negative,positive,4,suka pelayanan dokternya,3
pengalaman pertama dgn dokter shiva sangat memuaskan,5,neutral,positive,7,pengalaman dgn dokter shiva memuaskan,5
informasinya sangat jelas,5,negative,positive,3,informasinya,1
"kecewa, di chat tengah malem karena mendesak dibales 1 jam lebih, giliran blm dibales blm sampe 1 jam tiba2 disudahi",2,positive,negative,22,kecewa chat malem mendesak dibales 1 jam giliran blm dibales blm sampe 1 jam tiba2 disudahi,16
"alhamdulillah sangat membantu sekali,bwt yg jauh dari dokter seperti sy,dan punya anak kecil yg tiba""suka demam dsb,bisa gercep karena adanya apl ini,terimakasih...sangat puas,dokternya ramah""",5,neutral,positive,39,alhamdulillah membantu sekalibwt dokter sydan anak tibasuka demam dsbbisa gercep apl initerimakasihsangat puasdokternya ramah,14
sgt cepat penanganannya,5,negative,positive,3,sgt cepat penanganannya,3
"keren, jawabannya jelas dan mudah di pahami",5,positive,positive,8,keren jawabannya mudah pahami,4
keren bgd,5,negative,positive,2,keren bgd,2
sangat membantu,5,negative,positive,2,membantu,1
membantu,5,negative,positive,1,membantu,1
"dah lah jelek pokoknyaa obat nya jauh banget woii yang deket aja kali biar bisa pakr ojol lah ini buat apa berobat kalau obat nya jauh dikirim nya lama banget pake same day padahal,,buruk banget nih aplikasi,saran jangan berobat di sini obat nya lama sampe nyaa,obat dikasih dari apotik yang ga sesuai sama kota kita tinggal",1,negative,negative,62,dah jelek pokoknyaa obat woii deket kali biar pakr ojol berobat obat dikirim pake same day padahalburuk nih aplikasisaran berobat obat sampe nyaaobat dikasih apotik sesuai kota tinggal,28
sangat membantu,5,negative,positive,2,membantu,1
fast respond,5,neutral,positive,2,fast respond,2
bagus sih cepat tanggap dokternya @,5,neutral,positive,6,bagus sih cepat tanggap dokternya,5
sangattt membantu sekaliii,5,neutral,positive,3,sangattt membantu sekaliii,3
semoga aja dokter yang mangkal di aplikasi ini ready 24 jam seperti intalasi gawat darurat dan disini bisa di sebut instalasi darurat chatt,5,positive,positive,23,semoga dokter mangkal aplikasi ready 24 jam intalasi gawat darurat instalasi darurat chatt,13
"saya baru selesai dwonload aplikasi ini kenapa gak bisa masuk ya dan selalu error ya, tolong di perbaiki bugnya.",1,neutral,negative,21,selesai dwonload aplikasi masuk error tolong perbaiki bugnya,8
sangat membantu terutama ketika belum ada waktu ke dokter langsung.,5,neutral,positive,11,membantu dokter langsung,3
baik,4,negative,positive,1,,0
sangat membantu,5,negative,positive,2,membantu,1
aplikasi nya kok makin lemot ya susah dibuka....,2,neutral,negative,9,aplikasi lemot susah dibuka,4
"saya merasakan nyeri di kaki,apa neo reumacil dapat myembuhkanya",1,positive,negative,11,merasakan nyeri kakiapa neo reumacil myembuhkanya,6
sangat membantu,5,negative,positive,2,membantu,1
"aplikasi eror, sudah diupdate berkali2 tapi tidak bisa masuk. mohon diperbaiki dan dikembangkan aplikasinya.",3,neutral,neutral,17,aplikasi eror diupdate berkali2 masuk mohon diperbaiki dikembangkan aplikasinya,9
"sangat baik, aplikasi yg sangat membantu kita disaat tidak bisa ke dokter secara langsung, dokter yang berpengalaman, saran dan resep obat yang manjur. sangat membantu!! trimaksih untuk dokter yg sudah menangani dengan baik",5,neutral,positive,39,aplikasi membantu disaat dokter langsung dokter berpengalaman saran resep obat manjur membantu trimaksih dokter menangani,15
sangaaat membantu .. thanks,5,negative,positive,4,sangaaat membantu thanks,3
"perikasain anak ke dokter gigi di rs muhammadiyah, bokingnya lewat alodokter, disana tertulis biaya konsultasi hanya sekitar 34rb, saat di rs kasir bayarnya 50rb, ternyata dpanggil lagi pihak kasir karna ada kesalahan, kesalahan nya yaitu karna saya boking lewat alodokter, saya harus membayar 130rb, padahal jika saya tidak boking melalui alodokter, saya hanya bayar 50rb, jujur selisihnya jauh sekali, untuk saya kaum mendang mending lebih baik saya langsung ke rs tanpa boking lwat alodokter. ",3,negative,neutral,85,perikasain anak dokter gigi rs muhammadiyah bokingnya alodokter disana tertulis biaya konsultasi 34rb rs kasir bayarnya 50rb dpanggil kasir karna kesalahan kesalahan karna boking alodokter membayar 130rb boking alodokter bayar 50rb jujur selisihnya kaum mendang mending langsung rs boking lwat alodokter,41
"nunggu balasan lama lama, eh ujung ujungnya percakapan ditutup. udah bayar dan nunggu lama malah ditutup bukannya dibales. diajukan refund sampe 14hari. duit 45rb aja refund smpe 14hari",1,negative,negative,32,nunggu balasan eh ujung ujungnya percakapan ditutup bayar nunggu ditutup dibales diajukan refund sampe 14hari duit 45rb refund smpe 14hari,20
ok,5,neutral,positive,1,ok,1
good,5,neutral,positive,1,good,1
sangat membantu sekali,5,negative,positive,3,membantu,1
"download aplikasi lain aja, cukup kecewa.",1,negative,negative,8,download aplikasi kecewa,3
baru di bls 1x tanpa solusi main tutup chat aja dokternya aplikasi gak guna,1,neutral,negative,14,bls 1x solusi main tutup chat dokternya aplikasi,8
dokternya cepat respon,5,negative,positive,3,dokternya cepat respon,3
reapon cepat dan sangat membantu semoga lekas membaik ,5,neutral,positive,8,reapon cepat membantu semoga lekas membaik,6
fast respon dan penjelasannya akurat,5,negative,positive,5,fast respon penjelasannya akurat,4
terbantu,5,positive,positive,1,terbantu,1
untuk saat ini penjelasannya sudah jelas dan mudah dipahami,4,neutral,positive,9,penjelasannya mudah dipahami,3
"mohon penjelasan dokter ,penderita hipertiroid kalau keadaan natrium,kalium,dan clorida normal dari hasil laboratorium apakah sudah di anggap sembuh total?",5,negative,positive,25,mohon penjelasan dokter penderita hipertiroid natriumkaliumdan clorida normal hasil laboratorium anggap sembuh total,13
mau konsultasi tapi berbayar gajadi deh,1,positive,negative,6,konsultasi berbayar gajadi deh,4
"jawaban cukup mudah dimengerti, terimakasih dok, saya merasa kandung kemih saya spt penuh, tp klu dipipiskan cmn kluar sedikit, keruh & berbusa. ada rasa sedikit nyeri di perut bawah pusar pas kandung kemih. saya tadi melakukan tes urin, ini hasilnya: albumin: +1, reduksi: negatif, biliribin: negatif, urobilin: begatif, erytrosir: 0-1, leukosit : 1-4, epythel: 0-4, kristal: negatif, silinder: negatif, lain-lain: negatif. apa artinya hasil urinalisa yg dmkn itu dok? trimakasih",5,positive,positive,98,mudah dimengerti terimakasih kandung kemih spt penuh tp klu dipipiskan cmn kluar keruh berbusa nyeri perut pusar pas kandung kemih tes urin hasilnya albumin 1 reduksi negatif biliribin negatif urobilin begatif erytrosir 01 leukosit 14 epythel 04 kristal negatif silinder negatif lainlain negatif hasil urinalisa dmkn trimakasih,47
"can imagine have to queing for doctor visit for my asd adhd son. this app is helping in any way that i can imagine. i can consult in a very proper way without worrying other patient. i feel's like i have a private doctor, but lots more cheaper than going to offline doctor. thank you alodoc, you really are helping me, with all my limitation.",5,negative,positive,74,can imagine have to queing for doctor visit for my asd adhd son this app is helping in any way that i can imagine i can consult in a very proper way without worrying other patient i feels like i have a private doctor but lots more cheaper than going to offline doctor thank you alodoc you really are helping me with all my limitation,65
